gene_id	A2780_down	UWB_BRCAdef_down	PEO1_down
SYN1	TRUE	FALSE	FALSE
TMEM183A	TRUE	TRUE	FALSE
PELI1	TRUE	FALSE	FALSE
SMPD1	TRUE	FALSE	FALSE
TTLL7	TRUE	FALSE	FALSE
DNAJB6	TRUE	FALSE	FALSE
PDLIM2	TRUE	FALSE	FALSE
PIGM	TRUE	FALSE	FALSE
DEGS2	TRUE	FALSE	FALSE
CAMTA2	TRUE	FALSE	FALSE
PIGZ	TRUE	FALSE	FALSE
E2F6	TRUE	FALSE	FALSE
CBL	TRUE	FALSE	FALSE
BIRC2	TRUE	FALSE	FALSE
MACF1	TRUE	FALSE	FALSE
FBXO30	TRUE	TRUE	FALSE
IMMP1L	TRUE	FALSE	FALSE
SERAC1	TRUE	TRUE	FALSE
CYP20A1	TRUE	FALSE	FALSE
CLK3	TRUE	FALSE	FALSE
NFKBIB	TRUE	FALSE	FALSE
HOXA13	TRUE	FALSE	FALSE
IDH1	TRUE	FALSE	FALSE
ZNF18	TRUE	FALSE	FALSE
ABHD4	TRUE	TRUE	FALSE
KDM1B	TRUE	FALSE	FALSE
TSSK6	TRUE	FALSE	FALSE
ADAMTS2	TRUE	FALSE	TRUE
C19orf54	TRUE	FALSE	FALSE
CD99L2	TRUE	FALSE	FALSE
GPR108	TRUE	FALSE	FALSE
IDNK	TRUE	FALSE	FALSE
ZSCAN2	TRUE	FALSE	FALSE
WDR45B	TRUE	FALSE	FALSE
ANKS1B	TRUE	FALSE	FALSE
RAB33B	TRUE	FALSE	FALSE
SEMA3G	TRUE	FALSE	FALSE
CHD7	TRUE	FALSE	FALSE
LPIN2	TRUE	FALSE	FALSE
PDX1	TRUE	FALSE	FALSE
KLF13	TRUE	FALSE	FALSE
HEG1	TRUE	FALSE	FALSE
SYTL3	TRUE	TRUE	FALSE
ARSK	TRUE	FALSE	FALSE
SOWAHA	TRUE	FALSE	FALSE
KCNJ11	TRUE	FALSE	FALSE
TRPM4	TRUE	FALSE	FALSE
YY1AP1	TRUE	FALSE	FALSE
ERMAP	TRUE	FALSE	FALSE
GABARAP	TRUE	FALSE	FALSE
TMEM8A	TRUE	FALSE	FALSE
AZI2	TRUE	FALSE	FALSE
CASP8	TRUE	TRUE	FALSE
FCER2	TRUE	FALSE	FALSE
NAPA	TRUE	FALSE	FALSE
RBM28	TRUE	FALSE	FALSE
ZC3H15	TRUE	FALSE	FALSE
UNC119	TRUE	FALSE	FALSE
CCT2	TRUE	FALSE	FALSE
VWA5A	TRUE	TRUE	FALSE
TRAF3	TRUE	FALSE	FALSE
PHOSPHO1	TRUE	FALSE	FALSE
PTPN11	TRUE	TRUE	FALSE
FBXO43	TRUE	FALSE	FALSE
FAM57A	TRUE	FALSE	FALSE
ALKBH8	TRUE	FALSE	FALSE
CHN1	TRUE	FALSE	FALSE
P4HA2	TRUE	FALSE	FALSE
SERTAD3	TRUE	FALSE	FALSE
CTC1	TRUE	FALSE	FALSE
SIMC1	TRUE	FALSE	FALSE
MID2	TRUE	TRUE	FALSE
RHOQ	TRUE	FALSE	FALSE
BTBD3	TRUE	FALSE	FALSE
NFATC2	TRUE	FALSE	FALSE
SMIM13	TRUE	FALSE	FALSE
HFE	TRUE	FALSE	FALSE
CHM	TRUE	TRUE	FALSE
CLSTN3	TRUE	FALSE	FALSE
CBX4	TRUE	FALSE	FALSE
FAM46A	TRUE	FALSE	FALSE
BORCS8	TRUE	FALSE	FALSE
PLEKHH1	TRUE	FALSE	FALSE
TMEM245	TRUE	FALSE	FALSE
SUMF1	TRUE	FALSE	FALSE
FAM149A	TRUE	FALSE	FALSE
STAM	TRUE	FALSE	FALSE
CBLN3	TRUE	FALSE	FALSE
TGOLN2	TRUE	FALSE	FALSE
CDHR5	TRUE	FALSE	FALSE
JMY	TRUE	FALSE	TRUE
ZNF805	TRUE	TRUE	FALSE
TAF6	TRUE	FALSE	FALSE
MYT1	TRUE	FALSE	FALSE
HOXD4	TRUE	TRUE	FALSE
LMO4	TRUE	TRUE	FALSE
NOP10	TRUE	FALSE	FALSE
PPM1K	TRUE	TRUE	FALSE
TTPA	TRUE	FALSE	FALSE
PCGF5	TRUE	FALSE	FALSE
KCNA7	TRUE	FALSE	FALSE
RMDN3	TRUE	FALSE	FALSE
RPRD2	TRUE	FALSE	FALSE
CSRNP1	TRUE	FALSE	FALSE
FAM177A1	TRUE	FALSE	FALSE
BCL2	TRUE	FALSE	FALSE
PRPF8	TRUE	FALSE	FALSE
VAMP4	TRUE	FALSE	FALSE
MAP3K8	TRUE	FALSE	FALSE
TM6SF1	TRUE	FALSE	FALSE
PECR	TRUE	FALSE	FALSE
FAM218A	TRUE	FALSE	FALSE
DR1	TRUE	TRUE	FALSE
CHTOP	TRUE	FALSE	FALSE
TMEM136	TRUE	FALSE	FALSE
SIRT1	TRUE	FALSE	FALSE
GPHN	TRUE	TRUE	FALSE
ANKRD45	TRUE	FALSE	FALSE
ZCCHC2	TRUE	TRUE	FALSE
USP47	TRUE	FALSE	FALSE
NCOA1	TRUE	FALSE	FALSE
ARHGAP42	TRUE	FALSE	FALSE
DYNC1LI1	TRUE	FALSE	FALSE
HCN4	TRUE	FALSE	FALSE
TTL	TRUE	FALSE	FALSE
C1QL1	TRUE	FALSE	FALSE
PAFAH1B2	TRUE	FALSE	FALSE
SLC35B1	TRUE	FALSE	FALSE
SMAGP	TRUE	TRUE	FALSE
NFU1	TRUE	FALSE	FALSE
MFAP5	TRUE	FALSE	FALSE
SH3BP5	TRUE	FALSE	FALSE
STX1B	TRUE	FALSE	FALSE
ADAMTSL4	TRUE	FALSE	FALSE
ZNF629	TRUE	FALSE	FALSE
SHOC2	TRUE	FALSE	FALSE
SLC25A35	TRUE	FALSE	FALSE
SLC5A12	TRUE	FALSE	FALSE
HSPB2	TRUE	FALSE	FALSE
XPR1	TRUE	FALSE	FALSE
BMPR1A	TRUE	FALSE	FALSE
NDFIP1	TRUE	FALSE	FALSE
NDUFA10	TRUE	FALSE	FALSE
NKAIN1	TRUE	FALSE	FALSE
EXOG	TRUE	FALSE	FALSE
GDI2	TRUE	FALSE	FALSE
PEX13	TRUE	FALSE	FALSE
ASB13	TRUE	FALSE	FALSE
NLRC5	TRUE	FALSE	FALSE
ZFYVE28	TRUE	FALSE	FALSE
UBR5	TRUE	FALSE	FALSE
ERP29	TRUE	FALSE	FALSE
ABL1	TRUE	FALSE	FALSE
CASC4	TRUE	FALSE	FALSE
RAB32	TRUE	FALSE	FALSE
EPC1	TRUE	FALSE	FALSE
STX7	TRUE	FALSE	FALSE
BRD1	TRUE	FALSE	FALSE
UBOX5	TRUE	FALSE	FALSE
OGT	TRUE	TRUE	FALSE
PIGP	TRUE	FALSE	FALSE
AP1S2	TRUE	FALSE	FALSE
FAM129A	TRUE	FALSE	FALSE
DIP2C	TRUE	FALSE	FALSE
RAB18	TRUE	FALSE	FALSE
BMP8A	TRUE	FALSE	FALSE
ZNF429	TRUE	FALSE	FALSE
THOC5	TRUE	FALSE	FALSE
GTF2H5	TRUE	FALSE	FALSE
ZNF10	TRUE	FALSE	FALSE
LRRC41	TRUE	FALSE	FALSE
RASL11A	TRUE	FALSE	FALSE
RUNDC3A	TRUE	FALSE	TRUE
FAM198B	TRUE	FALSE	FALSE
PCDHB3	TRUE	FALSE	FALSE
MFSD1	TRUE	FALSE	FALSE
UBE2B	TRUE	FALSE	FALSE
ABCA7	TRUE	FALSE	FALSE
ANP32A	TRUE	FALSE	FALSE
FAM53A	TRUE	FALSE	FALSE
VWCE	TRUE	FALSE	FALSE
PAFAH1B3	TRUE	FALSE	FALSE
GPR89A	TRUE	FALSE	FALSE
MCF2L	TRUE	FALSE	FALSE
EYS	TRUE	FALSE	FALSE
NINL	TRUE	FALSE	FALSE
QRICH2	TRUE	FALSE	FALSE
PNPLA3	TRUE	TRUE	FALSE
UBE2D2	TRUE	FALSE	FALSE
JUND	TRUE	FALSE	FALSE
RNF2	TRUE	TRUE	FALSE
ACOX1	TRUE	FALSE	FALSE
SIAH1	TRUE	FALSE	TRUE
LZTS1	TRUE	FALSE	FALSE
NPHS1	TRUE	FALSE	FALSE
PGAM2	TRUE	FALSE	FALSE
NHEJ1	TRUE	FALSE	FALSE
SLC12A7	TRUE	FALSE	FALSE
ZNF641	TRUE	TRUE	FALSE
BTN2A2	TRUE	FALSE	FALSE
CSGALNACT2	TRUE	FALSE	FALSE
RFESD	TRUE	FALSE	FALSE
RWDD1	TRUE	FALSE	FALSE
UFSP2	TRUE	FALSE	FALSE
TRAPPC10	TRUE	FALSE	FALSE
COL18A1	TRUE	FALSE	TRUE
FNDC10	TRUE	FALSE	FALSE
SF3B4	TRUE	FALSE	FALSE
RFWD2	TRUE	FALSE	FALSE
HS2ST1	TRUE	TRUE	FALSE
TBC1D12	TRUE	FALSE	FALSE
C16orf72	TRUE	FALSE	FALSE
ZNF621	TRUE	FALSE	FALSE
ZNF460	TRUE	FALSE	FALSE
TMEM229B	TRUE	TRUE	FALSE
LYPLA1	TRUE	FALSE	FALSE
CLPX	TRUE	FALSE	FALSE
CASKIN2	TRUE	FALSE	FALSE
ZRANB1	TRUE	FALSE	FALSE
CMPK2	TRUE	FALSE	TRUE
USP18	TRUE	TRUE	FALSE
FSD1L	TRUE	FALSE	FALSE
CCDC174	TRUE	FALSE	FALSE
CKS1B	TRUE	TRUE	FALSE
ARL3	TRUE	FALSE	FALSE
TMEM116	TRUE	FALSE	FALSE
TROVE2	TRUE	FALSE	FALSE
ATP6V1H	TRUE	FALSE	FALSE
AIMP2	TRUE	FALSE	FALSE
YIPF4	TRUE	FALSE	FALSE
RHBDL3	TRUE	FALSE	FALSE
SLC37A3	TRUE	FALSE	FALSE
P4HA1	TRUE	TRUE	FALSE
CPT1B	TRUE	FALSE	TRUE
S1PR1	TRUE	TRUE	FALSE
FZD2	TRUE	FALSE	FALSE
DBNDD2	TRUE	FALSE	FALSE
PLRG1	TRUE	FALSE	FALSE
TSPAN5	TRUE	FALSE	TRUE
MNT	TRUE	FALSE	FALSE
RAB13	TRUE	FALSE	FALSE
POPDC3	TRUE	FALSE	TRUE
DPYSL2	TRUE	FALSE	FALSE
PIGH	TRUE	FALSE	FALSE
MCOLN1	TRUE	FALSE	FALSE
PLD3	TRUE	FALSE	FALSE
RNFT1	TRUE	FALSE	FALSE
ZYG11A	TRUE	FALSE	FALSE
CNKSR3	TRUE	TRUE	FALSE
KDM2B	TRUE	FALSE	FALSE
WHAMM	TRUE	FALSE	FALSE
ZFP30	TRUE	FALSE	FALSE
INIP	TRUE	FALSE	FALSE
FAM208B	TRUE	FALSE	FALSE
TLK2	TRUE	FALSE	FALSE
RIPK2	TRUE	TRUE	FALSE
ZDHHC14	TRUE	FALSE	FALSE
PRKCI	TRUE	TRUE	FALSE
SEC61B	TRUE	FALSE	FALSE
WDR41	TRUE	FALSE	TRUE
LMNTD2	TRUE	FALSE	FALSE
TMEM42	TRUE	TRUE	FALSE
DCST1	TRUE	FALSE	FALSE
TOB2	TRUE	FALSE	TRUE
DENND4B	TRUE	FALSE	FALSE
TRIML2	TRUE	FALSE	FALSE
C7orf31	TRUE	FALSE	FALSE
TNFSF4	TRUE	FALSE	FALSE
ZNF214	TRUE	FALSE	FALSE
MED1	TRUE	FALSE	FALSE
GBA2	TRUE	FALSE	FALSE
GBP1	TRUE	TRUE	FALSE
UTRN	TRUE	FALSE	TRUE
PYROXD1	TRUE	FALSE	FALSE
ZNF770	TRUE	FALSE	FALSE
NMB	TRUE	FALSE	TRUE
SETD5	TRUE	FALSE	FALSE
CDC42SE1	TRUE	FALSE	FALSE
TMEM169	TRUE	FALSE	FALSE
C12orf75	TRUE	TRUE	FALSE
ZNF786	TRUE	FALSE	FALSE
AZU1	TRUE	FALSE	FALSE
MAFG	TRUE	FALSE	FALSE
RPS6KB1	TRUE	FALSE	FALSE
PIGBOS1	TRUE	FALSE	FALSE
TPM1	TRUE	FALSE	FALSE
SNX16	TRUE	TRUE	FALSE
POMK	TRUE	FALSE	FALSE
UGT3A2	TRUE	FALSE	FALSE
SLC2A11	TRUE	FALSE	FALSE
CFD	TRUE	FALSE	FALSE
SCARF1	TRUE	FALSE	FALSE
ARSB	TRUE	FALSE	TRUE
GINM1	TRUE	FALSE	FALSE
EIF3K	TRUE	FALSE	FALSE
PLEKHA8	TRUE	FALSE	FALSE
EIF2B4	TRUE	FALSE	FALSE
PAQR6	TRUE	FALSE	FALSE
MAPRE3	TRUE	FALSE	FALSE
ATF6	TRUE	TRUE	FALSE
GPX8	TRUE	FALSE	FALSE
C19orf81	TRUE	FALSE	FALSE
C2CD2L	TRUE	FALSE	TRUE
SIAH2	TRUE	FALSE	FALSE
SAT2	TRUE	FALSE	FALSE
H6PD	TRUE	FALSE	FALSE
PDE8A	TRUE	FALSE	FALSE
TMEM126A	TRUE	FALSE	FALSE
YPEL2	TRUE	FALSE	FALSE
FAM222B	TRUE	FALSE	FALSE
ZNF33A	TRUE	FALSE	FALSE
ANKRD28	TRUE	FALSE	FALSE
ADAMTS7	TRUE	FALSE	FALSE
NDUFA6	TRUE	FALSE	FALSE
SOX12	TRUE	FALSE	FALSE
CRIPAK	TRUE	FALSE	FALSE
GORASP1	TRUE	FALSE	FALSE
BICDL1	TRUE	FALSE	FALSE
B4GALT3	TRUE	FALSE	FALSE
TM9SF3	TRUE	FALSE	FALSE
4-Sep	TRUE	FALSE	FALSE
P3H4	TRUE	FALSE	FALSE
VPS29	TRUE	FALSE	FALSE
ANO6	TRUE	TRUE	FALSE
SLC25A34	TRUE	FALSE	FALSE
PFDN2	TRUE	FALSE	FALSE
MAPK12	TRUE	FALSE	TRUE
GLIPR1	TRUE	FALSE	FALSE
DBN1	TRUE	FALSE	FALSE
HES7	TRUE	FALSE	FALSE
VPS33A	TRUE	FALSE	FALSE
TAS2R31	TRUE	FALSE	FALSE
ARID3A	TRUE	FALSE	FALSE
HPD	TRUE	FALSE	FALSE
ANKRD54	TRUE	FALSE	FALSE
CYP4V2	TRUE	FALSE	FALSE
ATXN7	TRUE	FALSE	FALSE
RRP12	TRUE	FALSE	FALSE
PEG10	TRUE	FALSE	FALSE
DLL3	TRUE	FALSE	FALSE
ZNF529	TRUE	FALSE	FALSE
ALKBH6	TRUE	FALSE	FALSE
NEK7	TRUE	FALSE	FALSE
RELB	TRUE	FALSE	FALSE
TMEM39A	TRUE	FALSE	FALSE
ZNF517	TRUE	FALSE	FALSE
KATNA1	TRUE	FALSE	FALSE
ARMCX6	TRUE	TRUE	FALSE
ROCK1	TRUE	FALSE	FALSE
SRR	TRUE	FALSE	FALSE
VPS37A	TRUE	FALSE	FALSE
COG7	TRUE	FALSE	FALSE
UST	TRUE	FALSE	FALSE
SEMA4C	TRUE	FALSE	FALSE
CBX6	TRUE	FALSE	FALSE
RILP	TRUE	FALSE	FALSE
WNT3	TRUE	FALSE	FALSE
MAP2K5	TRUE	FALSE	FALSE
CRADD	TRUE	FALSE	FALSE
ACHE	TRUE	FALSE	FALSE
WIPF1	TRUE	FALSE	FALSE
QSOX1	TRUE	FALSE	FALSE
UBE2J1	TRUE	TRUE	FALSE
OCEL1	TRUE	FALSE	FALSE
PTDSS2	TRUE	FALSE	FALSE
FSTL3	TRUE	FALSE	FALSE
PDCD2L	TRUE	FALSE	FALSE
C12orf45	TRUE	FALSE	FALSE
AMIGO1	TRUE	FALSE	FALSE
NSUN4	TRUE	FALSE	FALSE
PYGO2	TRUE	FALSE	FALSE
CLASP2	TRUE	FALSE	FALSE
CACNB3	TRUE	FALSE	FALSE
SLC22A17	TRUE	FALSE	FALSE
BIRC3	TRUE	FALSE	FALSE
SLC25A12	TRUE	FALSE	FALSE
DZIP1L	TRUE	FALSE	FALSE
HOXB13	TRUE	FALSE	FALSE
RIMS2	TRUE	FALSE	FALSE
SBDS	TRUE	TRUE	FALSE
TIA1	TRUE	FALSE	FALSE
TMEM86B	TRUE	FALSE	TRUE
DMXL2	TRUE	FALSE	FALSE
AVPI1	TRUE	FALSE	FALSE
IL1R1	TRUE	FALSE	FALSE
ZMYND8	TRUE	FALSE	FALSE
TFCP2	TRUE	TRUE	TRUE
FLNC	TRUE	FALSE	FALSE
ACBD7	TRUE	FALSE	FALSE
NAPSA	TRUE	FALSE	FALSE
CREB3L4	TRUE	FALSE	FALSE
RSL24D1	TRUE	FALSE	FALSE
EVI5	TRUE	TRUE	FALSE
PIK3CD	TRUE	FALSE	FALSE
SDSL	TRUE	FALSE	FALSE
LNP1	TRUE	FALSE	FALSE
AKAP5	TRUE	FALSE	FALSE
DYNC2H1	TRUE	TRUE	FALSE
TBP	TRUE	FALSE	FALSE
ZBED3	TRUE	FALSE	FALSE
KLHL15	TRUE	FALSE	FALSE
TBC1D16	TRUE	FALSE	FALSE
SIL1	TRUE	FALSE	FALSE
PGBD1	TRUE	FALSE	FALSE
ZNF146	TRUE	FALSE	FALSE
METTL10	TRUE	FALSE	FALSE
DPCR1	TRUE	FALSE	FALSE
YES1	TRUE	FALSE	FALSE
ZSCAN9	TRUE	FALSE	FALSE
FZD7	TRUE	FALSE	FALSE
ZNF674	TRUE	FALSE	FALSE
GGT1	TRUE	FALSE	FALSE
NPPC	TRUE	FALSE	FALSE
MDM4	TRUE	TRUE	FALSE
TMEM98	TRUE	FALSE	FALSE
AP1AR	TRUE	FALSE	FALSE
ANKRD24	TRUE	FALSE	FALSE
GRB2	TRUE	FALSE	FALSE
DRD4	TRUE	FALSE	FALSE
FAHD1	TRUE	FALSE	FALSE
GMEB1	TRUE	FALSE	FALSE
BUD31	TRUE	FALSE	FALSE
TGFB1	TRUE	FALSE	FALSE
VPS37D	TRUE	FALSE	FALSE
RNF144B	TRUE	FALSE	FALSE
ZNF655	TRUE	FALSE	FALSE
RASSF8	TRUE	TRUE	FALSE
TMEM167B	TRUE	FALSE	FALSE
CHRNA5	TRUE	FALSE	FALSE
OXNAD1	TRUE	FALSE	FALSE
ATP5L	TRUE	FALSE	TRUE
PHGDH	TRUE	FALSE	FALSE
HNRNPL	TRUE	FALSE	FALSE
C16orf62	TRUE	FALSE	FALSE
SACS	TRUE	FALSE	FALSE
CATSPERG	TRUE	FALSE	FALSE
FUOM	TRUE	FALSE	FALSE
IL27RA	TRUE	FALSE	FALSE
DDAH2	TRUE	FALSE	FALSE
ATF4	TRUE	FALSE	FALSE
ZNF322	TRUE	FALSE	FALSE
CHRNA7	TRUE	FALSE	FALSE
MYL5	TRUE	FALSE	TRUE
MUC1	TRUE	FALSE	FALSE
TATDN3	TRUE	FALSE	FALSE
CTH	TRUE	TRUE	FALSE
LRP12	TRUE	FALSE	FALSE
CRACR2B	TRUE	FALSE	FALSE
PQLC2	TRUE	FALSE	FALSE
TBC1D24	TRUE	FALSE	FALSE
ZCRB1	TRUE	FALSE	FALSE
ZSWIM6	TRUE	FALSE	FALSE
ZC3H12B	TRUE	TRUE	FALSE
MRM3	TRUE	FALSE	FALSE
MGRN1	TRUE	FALSE	FALSE
SARNP	TRUE	TRUE	FALSE
TRMT1L	TRUE	FALSE	FALSE
TMIE	TRUE	FALSE	FALSE
UBE2D4	TRUE	FALSE	FALSE
ATG12	TRUE	FALSE	FALSE
DNM1	TRUE	FALSE	FALSE
MLST8	TRUE	FALSE	FALSE
RTN1	TRUE	FALSE	FALSE
GTF3C6	TRUE	TRUE	FALSE
ASPHD1	TRUE	FALSE	FALSE
PRRT1	TRUE	FALSE	FALSE
SRA1	TRUE	FALSE	FALSE
COMMD3	TRUE	FALSE	FALSE
DNAJC19	TRUE	FALSE	FALSE
CLCN7	TRUE	FALSE	FALSE
SRPK2	TRUE	FALSE	FALSE
HOXD13	TRUE	FALSE	FALSE
ADAM8	TRUE	TRUE	FALSE
USE1	TRUE	FALSE	FALSE
TK2	TRUE	FALSE	FALSE
RGS2	TRUE	TRUE	FALSE
CNOT2	TRUE	FALSE	FALSE
RPS6KA6	TRUE	FALSE	FALSE
GPR63	TRUE	TRUE	FALSE
PCBP3	TRUE	FALSE	FALSE
DOK4	TRUE	FALSE	FALSE
MGEA5	TRUE	FALSE	FALSE
HIC1	TRUE	FALSE	FALSE
RAC3	TRUE	FALSE	FALSE
NPR1	TRUE	FALSE	FALSE
ZNF155	TRUE	FALSE	FALSE
HSPBAP1	TRUE	FALSE	FALSE
CYP4F22	TRUE	FALSE	FALSE
BRD3	TRUE	FALSE	FALSE
RPS26	TRUE	FALSE	FALSE
GNAZ	TRUE	FALSE	FALSE
LPGAT1	TRUE	FALSE	FALSE
IP6K1	TRUE	FALSE	FALSE
COQ5	TRUE	TRUE	FALSE
TMEM205	TRUE	FALSE	FALSE
CD37	TRUE	FALSE	FALSE
KANSL1L	TRUE	FALSE	FALSE
PPP2R5A	TRUE	TRUE	FALSE
VGLL4	TRUE	FALSE	TRUE
MAN1A1	TRUE	FALSE	FALSE
SELENOI	TRUE	TRUE	FALSE
SFT2D1	TRUE	TRUE	FALSE
HIKESHI	TRUE	FALSE	FALSE
TJP3	TRUE	FALSE	FALSE
PPM1L	TRUE	TRUE	FALSE
GABPB2	TRUE	FALSE	FALSE
CLIC4	TRUE	FALSE	FALSE
KMT2C	TRUE	FALSE	FALSE
HSD11B1L	TRUE	FALSE	FALSE
PPIL4	TRUE	FALSE	FALSE
ATF7	TRUE	TRUE	FALSE
SASH1	TRUE	FALSE	FALSE
ZSCAN26	TRUE	FALSE	FALSE
RAP2C	TRUE	TRUE	FALSE
CREB3L2	TRUE	FALSE	FALSE
SULT2B1	TRUE	FALSE	TRUE
GDE1	TRUE	FALSE	FALSE
ZNF497	TRUE	FALSE	FALSE
TP53I3	TRUE	FALSE	FALSE
SARM1	TRUE	FALSE	FALSE
DNAJB2	TRUE	FALSE	FALSE
CD27	TRUE	FALSE	FALSE
SMOX	TRUE	FALSE	FALSE
ARL6IP5	TRUE	TRUE	FALSE
ACTR2	TRUE	FALSE	FALSE
ZNF689	TRUE	FALSE	FALSE
RAB5A	TRUE	FALSE	FALSE
C19orf57	TRUE	FALSE	FALSE
TBR1	TRUE	FALSE	FALSE
PIGX	TRUE	FALSE	FALSE
ULBP2	TRUE	FALSE	FALSE
ERBB3	TRUE	FALSE	FALSE
RPAIN	TRUE	FALSE	FALSE
CRTC2	TRUE	FALSE	FALSE
TBCEL	TRUE	FALSE	FALSE
COL12A1	TRUE	TRUE	FALSE
LINGO1	TRUE	FALSE	FALSE
CDC42SE2	TRUE	FALSE	FALSE
NPY1R	TRUE	FALSE	FALSE
RASSF3	TRUE	FALSE	FALSE
LOC100128108	TRUE	FALSE	FALSE
SIRT3	TRUE	FALSE	FALSE
NDUFV2	TRUE	FALSE	FALSE
IDS	TRUE	TRUE	FALSE
YAF2	TRUE	TRUE	FALSE
FOXN2	TRUE	FALSE	FALSE
PVR	TRUE	TRUE	FALSE
CHCHD3	TRUE	FALSE	FALSE
FXN	TRUE	FALSE	FALSE
ZNF227	TRUE	FALSE	FALSE
TMEM135	TRUE	TRUE	FALSE
TIPRL	TRUE	FALSE	FALSE
XPOT	TRUE	TRUE	FALSE
HSPA4	TRUE	FALSE	FALSE
PCDHA12	TRUE	FALSE	TRUE
B3GNT2	TRUE	TRUE	FALSE
GCGR	TRUE	FALSE	FALSE
MTMR9	TRUE	FALSE	FALSE
NPIPB6	TRUE	FALSE	FALSE
KIDINS220	TRUE	FALSE	FALSE
MANBA	TRUE	FALSE	FALSE
ARID3C	TRUE	FALSE	FALSE
CLPTM1	TRUE	FALSE	FALSE
SPEG	TRUE	FALSE	FALSE
RIC1	TRUE	TRUE	FALSE
UBA52	TRUE	FALSE	FALSE
PSG9	TRUE	FALSE	FALSE
ITSN2	TRUE	TRUE	FALSE
LRRC27	TRUE	FALSE	FALSE
TBX3	TRUE	FALSE	FALSE
SETMAR	TRUE	FALSE	FALSE
CCAR1	TRUE	FALSE	FALSE
HINT2	TRUE	FALSE	FALSE
RAB2B	TRUE	TRUE	FALSE
TRAF1	TRUE	FALSE	FALSE
CXorf56	TRUE	FALSE	FALSE
SMKR1	TRUE	FALSE	FALSE
WDR78	TRUE	FALSE	FALSE
GXYLT2	TRUE	FALSE	FALSE
ZBTB38	TRUE	FALSE	FALSE
HHEX	TRUE	TRUE	FALSE
HSDL1	TRUE	FALSE	FALSE
CABLES1	TRUE	FALSE	TRUE
PLOD3	TRUE	FALSE	FALSE
ZNF30	TRUE	FALSE	FALSE
PARP3	TRUE	FALSE	FALSE
RTN4R	TRUE	FALSE	FALSE
ZNF639	TRUE	FALSE	FALSE
TSSC1	TRUE	FALSE	FALSE
MEF2A	TRUE	FALSE	FALSE
ZDHHC11	TRUE	FALSE	FALSE
ZNF543	TRUE	TRUE	FALSE
SIX4	TRUE	TRUE	FALSE
CCNI	TRUE	FALSE	FALSE
TMEM88	TRUE	FALSE	FALSE
TSTD2	TRUE	FALSE	FALSE
MCIDAS	TRUE	FALSE	FALSE
NID2	TRUE	FALSE	FALSE
PKD2	TRUE	FALSE	FALSE
GPAT3	TRUE	FALSE	FALSE
ZFAND2B	TRUE	FALSE	FALSE
ASNSD1	TRUE	FALSE	FALSE
GDAP2	TRUE	TRUE	FALSE
SRGAP2C	TRUE	FALSE	FALSE
ZNF780A	TRUE	FALSE	FALSE
RHBDD2	TRUE	FALSE	FALSE
CDK5R2	TRUE	FALSE	FALSE
SLC30A5	TRUE	FALSE	FALSE
MUSTN1	TRUE	FALSE	FALSE
PIKFYVE	TRUE	FALSE	FALSE
LURAP1	TRUE	FALSE	FALSE
PHF13	TRUE	FALSE	FALSE
ARL5B	TRUE	TRUE	FALSE
NUB1	TRUE	FALSE	FALSE
FGFR4	TRUE	FALSE	FALSE
SBK2	TRUE	FALSE	FALSE
VGLL3	TRUE	FALSE	FALSE
LYRM4	TRUE	FALSE	FALSE
PPP1R3F	TRUE	FALSE	FALSE
TSPAN19	TRUE	FALSE	FALSE
ADGRB2	TRUE	FALSE	FALSE
METTL6	TRUE	FALSE	FALSE
BAZ2B	TRUE	FALSE	FALSE
PPT1	TRUE	TRUE	FALSE
THRA	TRUE	FALSE	FALSE
TTC39C	TRUE	FALSE	FALSE
RAD51B	TRUE	FALSE	FALSE
YTHDF2	TRUE	FALSE	FALSE
GTPBP2	TRUE	FALSE	FALSE
MED23	TRUE	FALSE	FALSE
ZKSCAN5	TRUE	FALSE	FALSE
EGFL7	TRUE	FALSE	FALSE
MKKS	TRUE	FALSE	FALSE
GON4L	TRUE	FALSE	FALSE
PALLD	TRUE	FALSE	FALSE
ASGR1	TRUE	FALSE	FALSE
LYRM9	TRUE	FALSE	FALSE
MXRA8	TRUE	FALSE	FALSE
MST1	TRUE	FALSE	FALSE
CDR1	TRUE	FALSE	FALSE
NXN	TRUE	FALSE	FALSE
RWDD2A	TRUE	FALSE	FALSE
TEX22	TRUE	FALSE	FALSE
GART	TRUE	FALSE	FALSE
LHB	TRUE	FALSE	FALSE
TNPO3	TRUE	FALSE	FALSE
ZNF816-ZNF321P	TRUE	FALSE	FALSE
MIF4GD	TRUE	FALSE	FALSE
PDGFRL	TRUE	FALSE	FALSE
BMP3	TRUE	FALSE	FALSE
BET1	TRUE	FALSE	FALSE
BHLHA15	TRUE	FALSE	FALSE
ABHD17B	TRUE	FALSE	FALSE
SLC30A4	TRUE	FALSE	FALSE
OPHN1	TRUE	TRUE	FALSE
BPHL	TRUE	FALSE	FALSE
AK7	TRUE	TRUE	FALSE
ZNF518B	TRUE	FALSE	FALSE
ROBO3	TRUE	FALSE	TRUE
TMUB1	TRUE	FALSE	FALSE
FNIP2	TRUE	FALSE	FALSE
SLC6A15	TRUE	TRUE	FALSE
YJEFN3	TRUE	FALSE	FALSE
OSR2	TRUE	FALSE	FALSE
DEDD	TRUE	FALSE	FALSE
RAB10	TRUE	FALSE	FALSE
