Geneid	AN14028316	AN14028318	AN14028320	AN14028322	AN14028324	AN14028326	AN14028328	AN14028330
NDUFV2	3823	5087	4265	4961	4248	3721	4205	4490
NDUFV2-AS1	28	41	27	28	24	21	16	20
ANKRD12	1252	1678	1598	1777	2305	2038	3330	3395
TWSG1	1171	1709	2065	2603	4828	4171	3625	3871
RALBP1	4278	5355	4157	4779	4240	3661	3472	3880
PPP4R1	3599	4817	3261	3517	3435	2983	2302	2427
PPP4R1-AS1	0	4	3	5	2	0	4	0
RAB31	298	413	317	336	1563	1364	726	788
TXNDC2	0	2	0	0	2	0	0	0
VAPA	2392	3284	3482	4192	4545	4313	4950	5501
LINC01254	0	0	0	0	0	0	0	0
APCDD1	14	14	0	2	0	0	2	4
NAPG	675	926	831	962	871	848	801	951
LINC01887	0	0	0	0	0	0	0	0
LOC101927410	0	0	0	0	0	0	0	0
PIEZO2	35	43	25	17	279	250	63	40
MIR6788	0	0	0	0	0	0	0	0
LINC01928	0	0	0	0	0	0	0	0
LINC01255	0	0	0	0	0	0	0	0
SLC35G4	0	0	0	0	0	0	0	0
MIR7153	0	0	0	0	0	0	0	0
GNAL	83	83	80	118	145	119	112	134
CHMP1B	2577	3193	1870	2369	2330	1985	2596	3279
MPPE1	210	265	156	216	179	99	153	169
IMPA2	275	261	143	137	82	69	97	103
ANKRD62	1	0	0	0	0	0	0	0
C18orf61	0	0	0	0	0	0	0	0
CIDEA	5	0	16	24	0	0	0	0
TUBB6	1987	1952	1093	1286	740	590	426	592
AFG3L2	1734	2337	2327	2495	1370	1189	1747	2240
PRELID3A	137	177	148	152	32	53	202	234
LOC105371998	9	13	12	12	1	4	15	11
SPIRE1	934	1248	1816	2051	1042	872	3751	3943
PSMG2	1105	1515	1243	1411	1258	1035	1318	1580
CEP76	440	559	532	562	615	534	584	569
LINC01882	0	0	0	0	0	0	0	0
PTPN2	1197	1580	1508	1766	1713	1479	1477	1642
SEH1L	1596	2186	1861	2330	1951	1736	2174	2458
CEP192	1903	2776	2041	2305	2351	2058	2408	2699
LDLRAD4	48	58	10	30	135	84	18	22
C18orf15	0	0	0	0	2	0	0	0
LDLRAD4-AS1	0	0	0	0	0	0	0	0
MIR5190	0	1	0	0	0	0	0	0
MIR4526	0	0	0	0	0	0	0	0
FAM210A	889	1126	817	1036	948	851	601	737
RNMT	2228	3360	2905	3239	3572	3236	2832	3134
MC5R	5	6	5	4	8	3	0	2
MC2R	0	0	0	0	0	0	0	0
ZNF519	223	342	250	296	311	294	283	366
ANKRD20A5P	1	0	0	4	0	2	2	0
CYP4F35P	0	0	1	0	0	0	0	1
CXADRP3	0	0	0	0	0	0	0	1
POTEC	0	0	0	1	0	2	0	0
ANKRD30B	0	0	2	0	2	2	34	22
MIR3156-2	0	0	0	0	0	0	0	0
LINC01443	0	2	2	2	0	0	0	0
LINC01444	1	0	0	0	0	0	0	0
LOC644669	0	2	2	0	0	0	0	2
ROCK1	2131	3070	2562	3004	3486	3373	3727	4013
GREB1L	44	48	64	119	249	192	260	273
ESCO1	844	1097	1101	1166	1440	1360	1419	1544
SNRPD1	2399	3401	2885	3636	2370	1937	1672	1997
ABHD3	396	465	641	780	615	476	479	538
MIR320C1	0	0	0	0	0	2	1	0
MIB1	1876	2466	2460	3119	2724	2417	3716	4004
MIR133A1HG	0	2	0	0	2	2	0	0
MIR133A1	0	0	0	0	0	0	0	0
MIR1-2	0	0	0	0	0	0	0	0
GATA6-AS1	3	10	4	1	0	2	0	0
GATA6	28	56	71	87	18	21	56	76
CTAGE1	0	0	0	2	0	0	4	4
LOC101927571	11	8	8	4	0	0	4	2
RBBP8	1102	1651	2149	2609	2197	2071	2470	2646
MIR4741	0	0	0	0	0	0	0	0
CABLES1	597	702	853	906	606	453	502	641
TMEM241	259	353	372	474	312	259	397	414
RIOK3	2161	2848	2504	2903	2738	2398	3294	3460
RMC1	708	747	940	1018	883	785	1022	1131
NPC1	1327	1745	2257	2554	1868	1375	2401	2829
ANKRD29	4	14	18	15	95	74	33	34
LAMA3	14734	18897	19477	22260	7347	6172	7208	8095
TTC39C	530	761	623	684	1040	1018	839	917
TTC39C-AS1	7	6	16	6	37	24	27	31
CABYR	109	127	242	264	180	164	213	275
OSBPL1A	699	1033	802	1001	1651	1393	1494	1700
MIR320C2	0	0	0	0	0	0	0	0
IMPACT	1036	1300	1642	1875	1040	903	1206	1346
HRH4	0	0	4	8	3	0	0	7
LINC01915	0	0	0	0	0	0	0	0
LOC105372028	0	0	0	0	0	0	0	0
LINC01894	0	0	0	0	0	0	0	0
ZNF521	16	33	12	6	50	28	8	21
SS18	3158	4163	3429	4293	3729	3275	3223	3785
PSMA8	0	0	0	0	0	0	0	0
TAF4B	456	603	645	738	218	156	714	730
LINC01543	2	1	0	0	0	0	0	0
KCTD1	755	826	833	892	438	325	623	686
MIR8057	0	0	0	0	0	0	0	0
PCAT18	0	0	0	0	0	0	0	0
AQP4	2	0	2	2	8	9	8	0
AQP4-AS1	1	0	2	1	0	0	0	2
CHST9	10	19	10	6	77	69	12	16
LOC105372038	0	0	0	0	0	0	0	0
CDH2	7348	9887	3968	4694	6434	5668	3970	4364
MIR302F	0	0	0	0	0	0	0	0
DSC3	18	20	16	18	366	332	128	103
DSC2	933	1300	883	1212	2628	2265	2155	2204
DSCAS	10	0	4	5	1	1	8	8
DSC1	4	4	3	10	15	8	37	16
DSG1	0	0	0	0	2	0	2	0
DSG1-AS1	0	0	0	0	0	0	0	0
DSG4	2	0	0	0	0	0	0	0
DSG3	0	0	0	1	0	0	0	0
DSG2	4823	6611	8314	9847	6753	6031	7603	8019
DSG2-AS1	11	7	8	7	9	4	2	2
TTR	0	0	0	0	0	0	0	0
B4GALT6	136	143	140	251	150	116	98	81
SLC25A52	2	0	2	6	3	0	1	0
TRAPPC8	1227	1704	1490	1725	1522	1641	1697	1745
RNF125	293	411	260	327	133	116	361	448
RNF138	489	656	677	934	439	397	841	940
MEP1B	2	2	2	5	0	2	2	0
GAREM1	62	84	138	156	246	155	202	221
WBP11P1	0	0	3	2	2	4	2	3
KLHL14	406	473	498	551	2095	1841	553	698
CCDC178	0	0	1	0	0	0	0	0
ASXL3	6	24	24	21	42	42	0	0
NOL4	0	4	4	2	31	28	0	6
DTNA	335	434	388	468	744	633	196	175
MAPRE2	297	410	268	338	473	413	214	220
ZNF397	612	833	775	886	1332	1197	1064	1309
ZSCAN30	589	754	660	724	1080	962	852	921
ZNF271P	791	1039	630	784	1378	1258	705	876
ZNF24	1671	2292	1849	2349	3248	2934	2842	3002
ZNF396	33	58	32	39	178	124	61	81
INO80C	189	227	224	241	92	67	85	92
MIR3975	0	0	0	0	0	0	0	0
GALNT1	692	949	1260	1657	1298	1219	896	1062
MIR187	0	0	0	0	0	0	0	0
MIR3929	1	1	3	5	0	1	1	2
C18orf21	374	538	373	469	397	362	474	518
RPRD1A	1478	1820	1952	2481	2221	2030	3677	4025
SLC39A6	1710	2385	2452	2915	3018	2610	2758	2981
ELP2	1962	2674	2186	2507	2450	2199	2473	2951
LOC101927809	36	36	20	28	5	9	21	27
MOCOS	981	1254	1601	1724	429	359	1445	1730
FHOD3	382	465	142	148	135	129	85	112
LOC105372071	0	0	0	0	0	0	0	0
TPGS2	2442	2927	1670	1994	3102	2529	1358	1581
KIAA1328	134	162	141	151	195	197	321	347
LOC105372069	0	0	0	0	0	1	0	0
CELF4	28	9	33	44	80	66	125	156
LOC105372068	0	0	0	0	0	0	0	0
SNORA111	0	0	0	0	0	0	0	0
MIR4318	0	0	0	0	0	0	0	0
MIR924HG	94	119	169	204	134	133	327	291
MIR924	0	0	0	0	0	1	0	0
MIR5583-2	0	0	0	0	0	0	0	0
MIR5583-1	0	0	0	0	0	0	0	0
LINC01902	2	0	1	3	4	0	2	0
LINC01477	0	0	0	0	0	0	0	0
KC6	0	0	0	0	1	0	0	0
PIK3C3	1049	1413	1278	1421	1769	1538	1261	1424
LINC00907	8	0	0	4	4	0	2	0
RIT2	0	0	0	0	0	0	1	0
SYT4	0	0	0	0	0	0	0	0
LINC01478	0	0	0	0	0	0	0	0
LINC01601	0	0	0	0	0	0	0	0
SETBP1	41	64	90	126	739	706	512	521
MIR4319	0	0	0	0	0	0	0	0
SLC14A2	6	16	10	12	10	8	4	4
SLC14A1	0	0	0	0	25	18	6	3
SIGLEC15	139	187	346	328	40	37	201	181
EPG5	1394	1748	2395	2690	1900	1655	1589	1707
PSTPIP2	97	134	343	317	436	408	150	195
ATP5F1A	12175	16203	13688	15574	16141	13322	11608	13231
TRK-CTT6-1	0	1	1	0	0	1	2	2
HAUS1	1196	1612	1305	1496	1054	915	1235	1541
C18orf25	4253	5763	3371	3885	2956	2768	4791	5235
RNF165	898	1025	821	902	283	230	797	898
LOXHD1	0	0	0	0	0	0	0	0
ST8SIA5	52	50	45	51	133	93	4	2
PIAS2	685	851	751	947	1126	879	743	842
KATNAL2	156	187	247	279	232	225	132	161
ELOA3D	0	0	0	0	0	0	0	0
ELOA3B	0	0	0	0	0	0	0	0
ELOA3	0	0	0	0	0	0	0	2
ELOA2	2	0	0	2	0	0	0	2
HDHD2	737	928	785	1027	976	852	881	1031
IER3IP1	934	1266	968	1319	1221	1100	1208	1405
SKOR2	0	0	0	0	0	0	0	0
MIR4527HG	0	0	0	0	0	0	0	0
MIR4527	0	0	0	0	0	0	0	0
SMAD2	1824	2411	1963	2294	2711	2545	2953	3105
ZBTB7C	7	11	2	3	4	2	2	0
C18orf12	0	0	0	0	0	0	0	0
CTIF	604	589	511	493	632	439	379	502
MIR4743	0	0	0	0	0	0	0	0
SMAD7	225	241	180	154	73	60	110	170
LOC100129878	2	8	2	0	2	4	4	6
DYM	1004	1288	1303	1335	1462	1252	1638	1803
MIR4744	0	0	0	0	0	0	0	0
C18orf32	38	46	32	39	53	47	25	47
RPL17-C18orf32	0	0	0	0	0	0	0	0
MIR1539	0	0	0	0	0	0	0	0
RPL17	630	541	503	581	462	409	355	386
SNORD58C	14	19	19	30	29	22	20	29
SNORD58A	30	34	31	41	23	21	48	37
SNORD58B	0	0	0	0	0	0	0	0
LIPG	692	935	2329	2526	1517	1279	702	818
ACAA2	2586	3099	2082	2327	2542	2190	2060	2285
SNHG22	44	44	58	49	5	1	10	12
SCARNA17	5	6	0	4	3	0	0	0
MYO5B	2153	2544	2220	2469	1920	1560	1812	2036
MIR4320	0	0	0	0	0	0	0	0
CFAP53	35	59	18	42	53	48	27	26
MBD1	1825	2106	1597	1799	1286	1076	1262	1403
CXXC1	1123	1097	507	537	299	178	195	234
SKA1	764	956	1074	1210	697	672	1259	1356
MAPK4	3	0	4	0	0	0	2	2
MRO	2	4	2	4	2	2	0	0
ME2	1607	2208	2546	2928	1256	1150	1966	2131
ELAC1	232	266	234	238	212	134	142	155
SMAD4	1429	1767	1913	2243	1773	1506	2073	2225
MEX3C	2002	2679	2082	2483	2345	2186	3385	3832
LINC01630	0	0	0	0	0	2	2	0
DCC	0	0	0	0	0	0	0	0
MIR4528	0	0	0	0	0	0	0	0
LINC01919	0	0	0	0	0	0	0	0
LINC01917	0	0	0	0	0	0	0	1
MBD2	1925	2655	2269	2884	2349	2153	2229	2540
SNORA37	3	0	0	0	0	0	0	2
POLI	123	223	281	354	357	282	323	283
STARD6	4	2	10	3	4	6	2	0
C18orf54	588	808	613	695	661	616	607	765
DYNAP	0	2	0	2	0	2	0	0
RAB27B	101	121	96	121	334	289	330	294
CCDC68	636	876	348	473	737	706	652	597
LINC01929	0	0	0	0	0	0	0	0
TCF4	745	1018	573	778	840	716	585	561
TCF4-AS1	0	0	0	0	0	0	0	0
MIR4529	0	0	0	0	0	0	0	0
LINC01415	2	2	0	6	2	0	0	3
LINC01416	0	0	0	4	2	2	0	1
LOC642484	0	2	15	21	153	130	49	62
LINC01905	0	2	4	3	7	5	10	8
LINC01539	0	0	1	0	0	0	0	0
TXNL1	1961	2465	2375	2855	2307	2181	2191	2479
WDR7	486	649	449	523	625	514	519	597
LINC-ROR	0	0	0	0	2	0	0	0
BOD1L2	0	0	0	0	0	0	0	1
LINC02565	0	0	0	0	0	0	0	0
ST8SIA3	0	0	0	0	0	0	0	0
ONECUT2	101	160	28	39	151	155	46	36
FECH	1072	1380	841	1042	1361	1021	680	794
NARS1	7147	9917	9252	11549	6866	5829	9356	10369
LOC100505549	27	38	19	21	11	5	13	6
ATP8B1	3262	4505	4647	5315	2059	1773	2351	2676
NEDD4L	3781	4833	4158	4719	2486	2035	2492	2829
MIR122	0	0	0	0	0	0	0	0
MIR3591	0	0	0	0	0	0	0	0
ALPK2	6	0	64	56	0	0	43	65
SNORA108	0	0	0	0	0	0	0	0
LOC101927322	20	26	12	22	2	8	7	6
MALT1	1659	2472	1829	2167	1275	1261	1567	1693
LINC01926	0	0	0	0	0	0	0	0
ZNF532	4065	5025	2779	3399	1841	1572	1667	2002
OACYLP	0	0	0	0	0	0	0	0
SEC11C	520	622	698	758	470	421	378	422
GRP	0	1	0	0	0	0	0	0
RAX	0	0	0	0	0	2	0	0
CPLX4	0	0	0	0	0	1	0	0
LMAN1	4499	5912	6993	8819	9709	8867	11569	12541
CCBE1	162	245	373	429	7	4	10	22
PMAIP1	689	827	809	1171	470	372	1839	1835
MC4R	0	0	0	0	0	0	0	0
CDH20	0	1	2	1	0	0	0	1
LINC01544	0	0	0	0	0	0	0	0
RNF152	33	68	24	47	58	51	16	20
PIGN	740	1057	991	1151	952	875	830	912
RELCH	1161	1465	1452	1548	1809	1613	1424	1677
TNFRSF11A	12	2	9	11	19	16	11	12
ZCCHC2	259	295	430	525	541	517	737	681
PHLPP1	206	215	461	548	600	490	474	520
BCL2	102	135	155	136	107	122	210	212
KDSR	1278	1774	2129	2412	1041	893	2080	2155
VPS4B	2072	2586	1906	2366	2098	2012	1812	2149
SERPINB5	1074	1427	1760	1973	39	45	544	625
SERPINB12	2	0	0	2	0	0	0	0
SERPINB13	0	0	0	0	0	0	0	0
SERPINB4	0	0	0	2	0	0	11	8
SERPINB3	0	0	3	6	0	0	4	0
SERPINB11	0	0	0	0	0	0	0	0
SERPINB7	119	160	535	627	33	35	82	106
SERPINB2	0	0	4	5	0	0	0	0
SERPINB10	0	0	0	0	0	0	0	0
HMSD	0	0	0	0	0	0	0	0
SERPINB8	645	868	676	693	222	174	178	226
LINC00305	0	0	0	0	0	0	0	0
LINC01924	0	0	0	0	0	0	0	0
LINC01538	0	0	0	0	0	0	0	0
CDH7	0	0	0	1	0	2	2	0
CDH19	0	0	0	0	0	0	0	0
MIR5011	0	0	0	0	0	0	0	0
DSEL	127	196	157	187	434	385	167	175
LOC643542	1	0	0	0	0	0	0	0
LINC01903	0	0	0	0	0	0	0	0
TMX3	1338	1900	1931	2575	2079	1898	2491	2461
CCDC102B	0	4	1	4	5	10	7	8
DOK6	10	3	2	1	18	24	1	2
LOC105372179	0	0	0	0	0	0	0	0
CD226	11	10	16	17	20	24	7	10
RTTN	510	853	659	843	616	428	738	706
SOCS6	800	1103	1157	1332	659	641	800	996
LINC01909	1	16	2	5	4	10	0	4
LIVAR	4	0	2	4	0	0	2	2
LINC01910	7	12	4	18	2	2	5	0
GTSCR1	0	0	0	0	0	0	0	0
LINC01541	0	0	0	0	0	0	0	0
LINC01899	0	0	0	0	0	0	0	0
CBLN2	0	12	2	0	0	0	0	0
NETO1	1150	1538	1487	1761	1264	1095	3545	3877
MIR548AV	0	0	0	0	3	0	0	0
LOC100505797	93	134	67	121	51	36	151	173
LINC02864	0	2	0	0	0	0	0	0
LINC02582	273	286	98	113	8	6	243	260
FBXO15	30	57	34	31	21	13	23	17
TIMM21	950	1247	954	1060	718	594	704	870
CYB5A	1252	1611	1450	1726	1072	824	1357	1657
C18orf63	0	0	0	0	0	0	0	0
LINC01922	0	0	0	0	0	0	0	0
DIPK1C	0	0	0	0	0	0	0	0
CNDP2	2995	3452	2958	3420	914	594	1256	1567
CNDP1	3	0	3	2	0	2	0	2
LINC00909	143	178	78	125	109	110	112	146
ZNF407	324	501	301	373	390	342	241	260
ZADH2	1182	1590	1324	1506	745	570	1324	1506
TSHZ1	325	301	330	369	126	82	219	278
SMIM21	0	0	0	0	0	0	0	0
LINC01898	0	0	0	0	0	0	0	0
LOC339298	0	0	0	0	0	0	0	0
LINC01893	0	0	0	0	0	0	0	0
ZNF516	1017	976	879	945	684	574	929	1087
LOC101927989	28	33	12	17	5	13	10	14
ZNF516-DT	37	18	42	41	29	20	46	58
LINC00908	0	0	4	6	0	0	2	2
LINC00683	0	2	6	7	0	0	1	5
LINC01927	0	0	0	0	0	0	0	0
LINC01879	0	0	0	0	0	0	0	0
ZNF236-DT	10	15	2	2	3	2	2	5
ZNF236	679	741	619	599	404	311	365	429
MBP	3073	3972	3028	3348	2685	2165	3850	4315
GALR1	0	0	0	0	0	0	0	0
LINC01029	0	0	0	0	191	157	0	0
SALL3	137	157	0	0	908	873	0	0
ATP9B	299	335	212	220	197	195	136	172
NFATC1	229	259	133	145	170	110	106	134
LOC284240	0	3	0	0	0	0	0	0
LOC284241	0	6	2	0	0	0	0	0
CTDP1	440	473	241	231	119	85	120	116
KCNG2	0	0	0	0	0	0	0	0
SLC66A2	626	435	186	153	90	82	62	102
HSBP1L1	493	580	548	553	400	348	819	791
TXNL4A	1731	2129	1279	1360	1010	871	913	989
RBFA	971	1272	653	701	202	144	232	320
RBFADN	0	0	3	5	1	2	3	5
ADNP2	784	936	980	964	966	889	890	1058
PARD6G-AS1	7	5	7	5	4	6	4	6
PARD6G	116	167	77	122	141	119	115	175
WASH5P	12	2	8	8	6	2	3	4
MIR1302-11	0	0	0	0	0	0	0	0
FAM138F	0	0	0	0	0	0	0	0
OR4F17	0	0	0	0	0	0	0	0
LINC01002	13	12	3	7	6	3	3	5
PLPP2	1356	1217	1267	1216	679	433	375	450
MIER2	205	175	182	197	119	58	72	93
THEG	0	0	0	0	0	0	0	0
C2CD4C	0	0	0	0	0	0	0	0
SHC2	1	0	0	0	10	1	1	0
ODF3L2	0	0	0	0	0	0	0	3
MADCAM1	4	1	0	0	0	0	0	0
TPGS1	11	1	2	0	0	1	0	1
CDC34	1386	1246	860	878	350	246	360	412
GZMM	2	0	0	0	0	0	0	0
BSG	10574	8335	5577	5677	2202	1403	1756	2323
HCN2	40	41	4	7	14	3	16	14
POLRMT	833	571	353	333	106	47	42	103
FGF22	3	0	0	0	0	0	0	0
RNF126	435	261	136	120	47	39	69	90
FSTL3	1397	1340	651	717	249	159	164	188
PRSS57	2	0	0	0	0	2	0	0
PALM	285	189	17	23	39	13	14	29
MISP	1749	1421	826	838	241	218	227	278
PTBP1	10027	9434	6793	7275	3529	2312	2749	3461
MIR4745	0	0	0	0	0	0	0	0
PLPPR3	0	1	0	2	4	2	0	0
MIR3187	0	0	0	0	0	0	0	0
AZU1	1	0	0	0	0	0	0	0
PRTN3	0	0	0	0	0	6	0	0
ELANE	0	0	0	0	0	0	0	0
CFD	13	9	15	9	31	20	10	5
MED16	773	470	143	133	62	35	32	59
RNU6-9	8	4	9	17	26	23	16	6
R3HDM4	845	764	501	576	312	248	319	335
KISS1R	0	0	7	0	2	0	0	0
ARID3A	215	200	120	144	84	48	72	83
WDR18	595	424	227	203	107	47	58	53
GRIN3B	10	0	0	0	0	0	0	2
TMEM259	1966	1560	901	746	422	292	272	395
RNU6-2	5	12	25	22	32	32	22	26
CNN2	10634	10418	6258	6495	4667	3104	1974	2719
ABCA7	601	470	189	154	114	61	47	55
ARHGAP45	511	369	241	214	93	59	71	130
POLR2E	3333	2448	1042	892	603	324	265	323
GPX4	4385	4424	2844	2728	1972	1283	1086	1379
SBNO2	1361	999	600	535	133	107	157	276
STK11	836	841	654	629	299	182	252	295
CBARP	78	36	7	10	0	2	2	4
ATP5F1D	1110	491	184	137	53	38	21	45
MIDN	1103	867	826	870	614	410	471	636
CIRBP-AS1	38	33	16	22	8	13	5	8
CIRBP	2730	3395	2888	3389	2577	1989	1503	1727
FAM174C	726	343	128	91	14	5	15	22
EFNA2	3	12	1	2	21	29	0	2
PWWP3A	842	865	472	545	517	409	330	388
TRF-GAA1-6	0	0	0	0	0	0	0	0
TRN-GTT2-6	0	1	0	0	0	0	0	0
NDUFS7	416	169	35	22	22	19	9	13
GAMT	294	256	40	36	182	107	41	50
DAZAP1	3010	2843	2413	2768	998	766	1320	1721
RPS15	9137	8455	4879	3988	1897	1025	734	1096
APC2	147	112	54	52	12	7	10	13
C19orf25	420	252	133	89	57	16	58	52
PCSK4	71	33	10	15	5	3	5	9
REEP6	412	375	55	73	38	20	11	38
ADAMTSL5	150	176	81	82	72	59	64	87
PLK5	7	8	6	8	3	2	0	1
MEX3D	404	427	302	311	182	156	149	270
MBD3	1499	687	260	219	120	89	44	102
UQCR11	1676	1710	1282	1040	938	657	442	561
TCF3	2360	1894	1110	1147	891	660	676	839
ONECUT3	2	2	0	0	0	0	0	0
ATP8B3	28	25	2	8	5	8	0	6
REXO1	576	424	183	211	107	70	67	93
MIR1909	0	0	0	0	0	0	0	0
LOC100288123	10	16	7	18	4	9	2	10
KLF16	988	898	387	391	140	80	163	192
ABHD17A	213	129	59	35	11	6	6	12
SCAMP4	1041	846	486	487	452	314	236	300
ADAT3	14	5	1	7	9	3	5	7
CSNK1G2	1307	915	496	446	263	139	171	225
CSNK1G2-AS1	2	3	0	3	2	2	0	0
BTBD2	1408	776	521	493	207	118	120	203
MKNK2	3752	3081	2601	2468	2267	1578	1632	2254
MOB3A	983	1059	721	813	1056	739	471	677
IZUMO4	32	37	11	18	31	14	6	9
AP3D1	5167	5109	4322	4735	2587	1806	1918	2396
DOT1L	604	459	320	396	235	148	193	247
PLEKHJ1	649	654	360	356	250	131	103	137
MIR1227	0	0	0	0	0	0	0	0
MIR6789	0	0	0	0	0	0	0	0
SF3A2	895	717	451	381	220	119	134	203
AMH	0	1	0	0	2	0	0	0
MIR4321	0	0	0	0	0	0	0	0
JSRP1	0	0	0	0	0	0	0	0
OAZ1	9169	8692	7529	7496	3285	2356	2391	3130
PEAK3	5	2	0	0	2	0	0	2
LINGO3	0	0	0	0	0	0	0	2
LSM7	907	865	491	523	145	131	90	89
SPPL2B	438	259	139	128	81	36	24	36
TMPRSS9	20	31	13	14	7	8	14	12
TIMM13	1652	1173	456	446	240	101	108	132
LMNB2	5902	5332	3981	4101	1580	1247	1551	1801
MIR7108	0	0	0	0	0	0	0	0
LINC01775	1	2	9	7	3	6	0	1
GADD45B	1145	1090	775	819	507	394	567	660
GNG7	49	77	0	8	85	84	14	8
MIR7850	0	0	0	0	0	0	0	0
DIRAS1	31	6	6	0	6	2	0	0
SLC39A3	480	421	228	249	145	64	63	72
SGTA	2085	1829	769	836	478	310	283	457
THOP1	1859	1707	1221	1197	454	210	282	379
ZNF554	178	247	171	180	264	185	176	220
ZNF555	208	273	179	244	481	377	290	299
ZNF556	331	394	411	487	282	291	310	279
ZNF57	182	270	254	283	241	237	254	228
ZNF77	93	131	138	168	204	154	204	185
TLE6	9	3	4	2	2	4	0	0
TLE2	275	202	78	90	79	55	74	104
TLE5	4461	4352	2501	2730	1786	1326	1063	1232
GNA11	1535	1235	739	724	520	286	284	348
GNA15	109	134	141	140	0	0	12	18
LOC100996351	0	1	1	1	0	0	0	0
S1PR4	0	0	0	0	0	0	0	2
NCLN	1885	1313	663	605	236	175	146	186
CELF5	37	28	4	2	61	47	12	21
NFIC	1202	1231	723	761	495	423	379	457
SMIM24	12	18	22	38	0	0	8	14
DOHH	234	118	50	52	19	6	7	14
FZR1	1105	852	424	409	154	96	125	148
C19orf71	83	49	15	18	7	3	4	4
MFSD12	718	556	357	329	110	70	101	144
HMG20B	1207	1019	678	701	656	484	415	541
GIPC3	12	10	2	8	120	69	8	13
TBXA2R	11	15	7	12	6	0	2	5
CACTIN-AS1	4	2	10	6	2	0	0	1
CACTIN	459	343	127	142	50	45	47	51
PIP5K1C	908	738	344	387	280	222	138	152
TJP3	496	320	179	152	248	152	236	329
APBA3	248	135	42	58	21	22	19	7
MRPL54	550	527	290	256	127	84	76	80
RAX2	1	0	0	0	0	0	0	0
MATK	242	182	60	64	36	18	12	18
ZFR2	0	0	0	0	0	0	0	0
ATCAY	0	0	0	1	0	0	0	0
NMRK2	0	0	0	2	0	0	0	0
DAPK3	692	559	300	264	180	114	73	110
MIR637	6	3	2	3	1	0	1	1
EEF2	66035	54538	25607	26240	20466	13609	9030	11648
SNORD37	1	3	1	1	0	0	1	0
PIAS4	455	375	260	263	134	103	115	110
ZBTB7A	751	624	468	509	411	349	305	331
MAP2K2	2137	1995	1360	1302	742	396	452	665
CREB3L3	0	0	0	0	0	0	0	0
SIRT6	284	192	106	76	36	32	41	50
ANKRD24	37	48	18	33	8	8	4	11
EBI3	19	13	22	23	0	0	2	14
YJU2	363	360	214	207	97	68	67	74
SHD	6	2	0	0	2	0	0	0
TMIGD2	0	0	0	0	0	0	0	0
FSD1	203	220	82	101	35	24	20	25
STAP2	1295	1275	1041	1096	384	243	248	330
MPND	355	308	98	113	81	26	26	24
SH3GL1	1684	1333	917	832	470	284	371	610
CHAF1A	1604	1802	1339	1578	1182	907	875	1030
UBXN6	1246	906	531	522	513	318	265	363
MIR4746	2	0	0	0	1	0	0	0
HDGFL2	1366	1299	829	807	418	268	313	372
PLIN4	10	7	20	9	15	7	19	30
PLIN5	1	5	6	8	10	12	47	34
LRG1	31	25	70	92	21	29	96	131
SEMA6B	15	10	4	5	55	34	9	22
TNFAIP8L1	549	549	672	771	296	225	472	525
MYDGF	1494	1730	1562	1760	807	474	618	769
DPP9	2754	2692	1735	1717	649	483	430	651
DPP9-AS1	28	26	10	18	5	0	1	0
TRG-TCC1-1	0	0	0	0	0	0	0	0
TRV-CAC3-1	0	0	1	0	0	0	0	0
MIR7-3HG	0	2	0	0	0	0	0	0
MIR7-3	0	0	0	0	0	0	0	0
FEM1A	872	843	575	589	547	379	346	405
TICAM1	570	397	216	264	59	45	106	124
PLIN3	1575	1395	1179	1172	971	813	673	802
ARRDC5	0	0	0	0	2	0	0	0
UHRF1	879	671	481	522	214	147	104	159
MIR4747	0	0	0	0	0	0	0	0
KDM4B	435	434	298	260	373	244	292	343
PTPRS	1070	1118	288	312	1446	1047	330	406
ZNRF4	0	0	0	0	0	0	0	0
TINCR	27	21	54	61	13	9	21	33
SAFB2	1431	1613	1354	1686	725	573	834	860
SAFB	2510	2947	2737	3465	1576	1273	1962	2368
MICOS13	782	515	188	236	125	79	42	62
HSD11B1L	86	113	86	55	43	25	36	73
RPL36	9570	7384	3389	3389	1482	950	756	1161
LONP1	2409	1870	1223	1138	585	441	677	969
CATSPERD	0	3	0	6	6	2	3	11
PRR22	21	10	12	5	0	0	0	2
DUS3L	497	273	213	173	35	24	24	56
NRTN	22	20	7	6	2	6	0	12
FUT6	0	0	0	0	0	0	2	1
FUT3	121	78	78	116	28	9	28	33
LOC101928844	7	0	7	4	4	1	0	4
FUT5	5	4	2	1	2	0	0	3
NDUFA11	2078	1386	706	534	306	164	134	219
VMAC	105	123	66	86	76	79	55	61
CAPS	38	24	8	5	16	5	5	4
RANBP3	1360	1234	886	966	579	460	408	518
LOC100128568	11	9	9	3	0	2	1	5
RFX2	68	88	70	64	90	44	62	75
ACSBG2	23	35	16	18	57	40	15	25
MLLT1	2014	1657	814	814	609	384	390	429
ACER1	2	0	0	2	0	0	0	0
CLPP	839	756	406	405	169	91	137	226
ALKBH7	408	267	80	67	48	40	52	70
PSPN	2	2	0	0	0	0	0	0
GTF2F1	2121	2153	1419	1524	898	670	565	702
MIR6885	1	0	0	0	0	0	0	0
MIR6790	0	0	0	0	0	0	0	0
LOC390877	0	0	2	0	0	0	0	0
KHSRP	5380	4920	3619	4049	2739	2173	1885	2280
MIR3940	0	0	0	0	0	0	0	0
